,token,lemma,basic_pos_tag,advanced_pos_tag,gender,singularity,person,derivation
555,है,है,v,VAUX,any,sg,3,है
556,और,और,avy,CC,-,-,-,-
557,मैं,मैं,pn,PRP,any,sg,1,0
558,दर,दर,n,NN,m,sg,3,0_का
559,-,-,punc,SYM,-,-,-,-
560,दर,दर,n,RDP,m,sg,3,0
561,की,का,psp,PSP,f,pl,-,-
562,ठोकरें,ठोकर,n,NN,f,pl,3,0
563,ठोकरें,ठोकर,n,NN,f,pl,3,0
564,।,।,punc,SYM,-,-,-,-
565,।,।,punc,SYM,-,-,-,-
566,धूलीचन्द,धूलीचन्द,n,NNP,m,sg,3,0
567,-,-,punc,SYM,-,-,-,-
568,भईया,भईया,n,NN,m,sg,3,0
569,सच,सच,n,NN,m,sg,3,0
570,कहा,कह,v,VM,m,sg,3,या_जा+या1_है
571,गया,जा,v,VAUX,m,sg,any,या1
572,है,है,v,VAUX,any,sg,3,है
573,है,है,v,VAUX,any,sg,3,है
574,बोया,बो,v,VM,m,sg,any,या
575,बीज,बीज,n,NN,m,sg,3,0
576,बबूल,बबूल,n,NN,m,sg,3,0_का
577,का,का,psp,PSP,m,sg,-,-
578,तो,तो,pn,PRP,-,-,-,-
579,आम,आम,n,NN,m,sg,3,0
580,कहां,कहाँ,pn,WQ,-,-,-,0_से
581,से,से,psp,PSP,-,-,-,-
582,खाय,खा,v,VM,any,sg,any,एं
583,।,।,punc,SYM,-,-,-,-
584,।,।,punc,SYM,-,-,-,-
585,भीखनरायन,भीखनरायन,n,NNP,m,sg,3,0
586,-,-,punc,SYM,-,-,-,-
587,मुझे,मैं,pn,PRP,any,sg,1,को
588,पछतावा,पछतावा,n,NN,m,sg,3,0
589,है,है,v,VM,any,sg,3,है
590,धूलीचन्द,धूलीचन्द,n,NNP,m,sg,3,0
591,।,।,punc,SYM,-,-,-,-
592,।,।,punc,SYM,-,-,-,-
593,काश,काश,avy,INJ,-,-,-,-
594,भाई,भाई,n,NNC,m,pl,3,0
595,-,-,punc,SYM,-,-,-,-
596,भतीजों,भतीजा,n,NN,m,pl,3,0_का
597,के,का,psp,PSP,m,pl,-,-
598,सपनों,सपना,n,NN,m,pl,3,0_का
599,की,का,psp,PSP,f,sg,-,-
600,बारात,बारात,n,NN,f,sg,3,0_में
601,में,में,psp,PSP,-,-,-,-
602,आग,आग,n,NN,f,sg,3,0
603,नहीं,नहीं,avy,NEG,-,-,-,-
604,लगाता,लगा,v,VM,m,sg,1,ता
605,तो,तो,avy,CC,-,-,-,-
606,मेरी,मैं,pn,PRP,f,sg,1,का
607,ये,यह,pn,DEM,any,sg,3,-
608,दुर्गति,दुर्गति,n,NN,f,sg,3,0
609,नहीं,नहीं,avy,NEG,-,-,-,-
610,होती,हो,v,VM,f,sg,any,ता
611,।,।,punc,SYM,-,-,-,-
612,।,।,punc,SYM,-,-,-,-
613,धूलीचन्द,धूलीचन्द,n,NNP,m,sg,3,0
614,-,-,punc,SYM,-,-,-,-
615,भईया,भईया,n,NN,m,sg,3,0
616,अपना,अपना,pn,PRP,m,sg,any,0
617,हिस्सा,हिस्सा,n,NN,m,sg,3,0
618,लेकर,ले,v,VM,any,any,any,कर
619,बेटी,बेटी,n,NNC,f,sg,3,0
620,दमाद,दमाद,n,NN,m,sg,3,0_को
621,को,को,psp,PSP,-,-,-,-
622,देते,दे,v,VM,m,sg,2h,ता
623,तो,तो,avy,CC,-,-,-,-
624,किसी,कोई,pn,PRP,any,sg,3,0_को
625,को,को,psp,PSP,-,-,-,-
626,तकलीफ,तकलीफ,n,NN,f,sg,3,0
627,नहीं,नहीं,avy,NEG,-,-,-,-
628,होती,हो,v,VM,f,sg,any,ता
629,।,।,punc,SYM,-,-,-,-
630,।,।,punc,SYM,-,-,-,-
631,अब,अब,pn,PRP,-,-,-,-
632,तो,तो,avy,RP,-,-,-,-
633,यह,यह,pn,PRP,any,sg,3,0
634,कानूनन,कानूनन,adv,RB,-,-,-,-
635,अधिकार,अधिकार,n,NN,m,sg,3,0
636,हो,हो,v,VM,m,sg,3,0_जा+या1_है
637,गया,जा,v,VAUX,m,sg,any,या1
638,है,है,v,VAUX,any,sg,3,है
639,पर,पर,avy,CC,-,-,-,-
640,भाई,भाई,n,NN,m,sg,3,0_का
641,का,का,psp,PSP,m,sg,-,-
642,हक,हक,n,NN,m,sg,3,0
643,हड़पकर,हडप,v,VM,any,any,any,कर
644,अच्छा,अच्छा,adj,JJ,m,sg,-,-
645,नहीं,नहीं,avy,NEG,-,-,-,-
646,किया,कर,v,VM,m,sg,any,या
647,।,।,punc,SYM,-,-,-,-
648,।,।,punc,SYM,-,-,-,-
649,भीखनरायन,भीखनरायन,n,NNP,m,sg,3,0
650,-,-,punc,SYM,-,-,-,-
651,तभी,तभी,pn,PRP,-,-,-,-
652,तो,तो,avy,RP,-,-,-,-
653,नरक,नरक,n,NN,m,sg,3,0_का
654,का,का,psp,PSP,m,sg,-,-
655,दुख,दुख,n,NN,m,sg,3,0
656,भोग,भोग,v,VM,m,sg,1,0_रह+या_है
657,रहा,रह,v,VAUX,m,sg,any,या
658,हूं,है,v,VAUX,any,sg,1,है
659,।,।,punc,SYM,-,-,-,-
660,।,।,punc,SYM,-,-,-,-
661,काश,काश,avy,INJ,-,-,-,-
662,बुढ़िया,बुढिया,n,NN,f,sg,3,0_का
663,की,का,psp,PSP,f,sg,-,-
664,जिद,जिद,n,NN,f,sg,3,0_के_आगे
665,के,के,psp,PSP,-,-,-,-
666,आगे,आगे,nst,NST,m,sg,3,-
667,नहीं,नहीं,avy,NEG,-,-,-,-
668,झुकता,झुक,v,VM,m,sg,any,ता
669,तो,तो,avy,CC,-,-,-,-
670,ये,यह,pn,DEM,any,sg,3,-
671,दुर्दिन,दुर्दिन,n,NN,m,sg,3,0
672,नहीं,नहीं,avy,NEG,-,-,-,-
673,देखना,देख,v,VM,m,sg,any,ना_पड+ता
674,पड़ता,पड,v,VAUX,m,sg,any,ता
675,।,।,punc,SYM,-,-,-,-
676,।,।,punc,SYM,-,-,-,-
677,धूलचन्द,धूलचन्द,n,NNP,m,sg,3,0
678,-,-,punc,SYM,-,-,-,-
679,भईया,भईया,n,NN,m,sg,3,0
680,तुमने,तू,pn,PRP,any,sg,2,ने
681,गरीब,गरीब,n,NN,m,sg,3,0
682,जानकर,जान,v,VM,any,any,any,कर
683,अधीरनरायन,अधीरनरायन,n,NNP,m,sg,3,0
684,भईया,भईया,n,NN,m,sg,3,0_का
685,का,का,psp,PSP,m,sg,-,-
686,हक,हक,n,NN,m,sg,3,0
687,खुली,खुल,v,VM,f,pl,any,या
688,आंखों,आंख,n,NN,f,pl,3,0_से
689,से,से,psp,PSP,-,-,-,-
690,लूटा,लूट,v,VM,m,sg,any,या_था
691,था,था,v,VAUX,m,sg,any,था
692,।,।,punc,SYM,-,-,-,-
693,।,।,punc,SYM,-,-,-,-
694,दूसरी,दूसरा,num,QO,f,sg,-,-
695,ओर,ओर,nst,NST,f,sg,3,-
696,देखो,देख,v,VM,any,sg,2,ओ
697,तुम्हारा,तुम,pn,PRP,m,sg,2,का
698,सौतेला,सौतेला,adj,JJ,m,sg,-,-
699,दमाद,दमाद,n,NN,m,sg,3,0
700,जिस,जो,pn,PRP,any,sg,3,0_पर
701,पर,पर,psp,PSP,-,-,-,-
702,अधिक,अधिक,avy,QF,-,-,-,-
703,विश्वास,विश्वास,n,NN,m,sg,3,0
704,था,था,v,VM,m,sg,any,था
705,कि,कि,avy,CC,-,-,-,-
706,तुम्हें,तुम,pn,PRP,any,sg,2,को
707,स्वर्ग,स्वर्ग,n,NN,m,sg,3,0_का
708,का,का,psp,PSP,m,sg,-,-
709,सुख,सुख,n,NN,m,sg,3,0
710,देगा,दे,v,VM,m,sg,3,गा
711,।,।,punc,SYM,-,-,-,-
712,।,।,punc,SYM,-,-,-,-
713,वही,वह,pn,PRP,any,sg,3,0
714,तुम्हारा,तुम,pn,PRP,m,sg,2,का
715,अंगूठा,अंगूठा,n,NN,m,sg,3,0
716,काट,काट,v,VM,any,any,any,0_कर
717,कर,कर,v,VAUX,any,any,any,0
718,चल,चल,adj,JJC,any,any,-,-
719,-,-,punc,SYM,-,-,-,-
720,अचल,अचल,adj,JJ,any,any,-,-
721,सम्पति,सम्पति,n,NN,f,sg,3,0_का
722,का,का,psp,PSP,m,sg,-,-
723,मालिक,मालिक,n,NN,m,sg,3,0
724,बन,बन,v,VM,any,sg,any,0_बैठ+या
725,बैठा,बैठ,v,VAUX,m,sg,any,या
726,।,।,punc,SYM,-,-,-,-
727,।,।,punc,SYM,-,-,-,-
728,तुम,तुम,pn,PRP,any,sg,2,0
729,दीन,दीन,adj,JJ,any,any,-,-
730,-,-,punc,SYM,-,-,-,-
731,दरिद्र,दरिद्र,n,NN,m,sg,3,0_जैसा
732,जैसे,जैसा,psp,PSP,m,sg,-,-
733,भटक,भटक,v,VM,any,sg,2,0_रह+या_है+ओ
734,रहे,रह,v,VAUX,any,sg,any,या
735,हो,है,v,VAUX,any,sg,2,ओ
736,।,।,punc,SYM,-,-,-,-
737,।,।,punc,SYM,-,-,-,-
738,भईया,भईया,n,NN,m,sg,3,0
739,पराया,पराया,adj,JJ,m,sg,-,-
740,खून,खून,n,NN,m,sg,3,0
741,सगे,सगा,n,NN,m,sg,3,0_का
742,का,का,psp,PSP,m,sg,-,-
743,मुकाबला,मुकाबला,n,NN,m,sg,3,0
744,नहीं,नहीं,avy,NEG,-,-,-,-
745,कर,कर,v,VM,any,sg,any,0_सक+ता
746,सकता,सक,v,VAUX,m,sg,any,ता
747,।,।,punc,SYM,-,-,-,-
748,।,।,punc,SYM,-,-,-,-
749,भीखनरायन,भीखनरायन,n,NNP,m,sg,3,0
750,-,-,punc,SYM,-,-,-,-
751,समझ,समझ,n,NN,f,sg,3,0_में
752,में,में,psp,PSP,-,-,-,-
753,आ,आ,v,VM,m,sg,3,0_जा+या1_है
754,गया,जा,v,VAUX,m,sg,any,या1
755,है,है,v,VAUX,any,sg,3,है
756,धूलीचन्द,धूलीचन्द,n,NNP,m,sg,3,0
757,।,।,punc,SYM,-,-,-,-
758,।,।,punc,SYM,-,-,-,-
759,धूलीचन्द,धूलीचन्द,n,NNP,m,sg,3,0
760,-,-,punc,SYM,-,-,-,-
761,क्या,क्या,pn,WQ,-,-,-,-
762,करेगा,कर,v,VM,m,sg,any,गा
763,समझ,समझ,n,NN,f,sg,3,0_में
764,में,में,psp,PSP,-,-,-,-
765,आकर,आ,v,VM,any,any,any,कर
766,।,।,punc,SYM,-,-,-,-
767,।,।,punc,SYM,-,-,-,-
768,जब,जब,pn,PRP,-,-,-,-
769,सहारा,सहारा,n,NN,m,sg,3,0
770,बनना,बन,v,VM,m,sg,any,ना_था
771,था,था,v,VAUX,m,sg,any,था
772,तब,तब,pn,PRP,-,-,-,-
773,तो,तो,avy,RP,-,-,-,-
774,गरीब,गरीब,adj,JJ,any,any,-,-
775,सगे,सगा,adj,JJ,m,sg,-,-
776,भाई,भाई,n,NN,m,sg,3,0_को
777,को,को,psp,PSP,-,-,-,-
778,मुसीबतों,मुसीबत,n,NN,f,pl,3,0_का
779,की,का,psp,PSP,f,sg,-,-
780,खाई,खाई,n,NN,f,sg,3,0_में
781,में,में,psp,PSP,-,-,-,-
782,ढकेल,ढकेल,v,VM,any,sg,2,0_दे+या
783,दिये,दे,v,VAUX,m,sg,2,या
784,।,।,punc,SYM,-,-,-,-
785,।,।,punc,SYM,-,-,-,-
786,अब,अब,pn,PRP,-,-,-,-
787,तो,तो,avy,RP,-,-,-,-
788,तुम,तुम,pn,PRP,any,sg,2,0
789,खुद,खुद,pn,PRP,-,-,-,-
790,लाचार,लाचार,adj,JJ,any,any,-,-
791,हो,हो,v,VM,any,any,any,0
792,।,।,punc,SYM,-,-,-,-
793,।,।,punc,SYM,-,-,-,-
794,सहारे,सहारा,n,NN,m,sg,3,0_का
795,की,का,psp,PSP,f,sg,-,-
796,लाठी,लाठी,n,NN,f,sg,3,0
797,तुम्हारे,तुम,pn,PRP,m,sg,2,का
798,अपने,अपना,pn,PRP,m,any,any,0
799,दमाद,दमाद,n,NN,m,sg,3,0
800,प्रभु,प्रभु,n,NNP,m,sg,3,0
801,",",COMMA,punc,SYM,-,-,-,-
802,सी.,सी.,n,NNC,m,sg,3,0
803,आर.,आर.,n,NNC,m,sg,3,0
804,ओ.,ओ.,n,NNC,m,sg,3,0
805,तहसील,तहसील,n,NNC,f,sg,3,0
806,सदर,सदर,n,NN,m,sg,3,0_ने
807,ने,ने,psp,PSP,-,-,-,-
808,छीन,छीन,v,VM,any,any,any,0_कर
809,कर,कर,v,VAUX,any,any,any,0
810,तुम्हें,तुम,pn,PRP,any,sg,2,को
811,लखपति,लखपति,n,NN,m,sg,3,0_से
812,से,से,psp,PSP,-,-,-,-
813,सड़कपति,सड़कपति,n,NN,m,sg,3,0
814,बना,बना,v,VM,m,sg,3,0_दे+या_है
815,दिया,दे,v,VAUX,m,sg,any,या
816,है,है,v,VAUX,any,sg,3,है
817,।,।,punc,SYM,-,-,-,-
818,।,।,punc,SYM,-,-,-,-
819,भीखनरायन,भीखनरायन,n,NNP,m,sg,3,0
820,-,-,punc,SYM,-,-,-,-
821,अंधे,अंधा,n,NN,m,sg,3,0_का
822,की,का,psp,PSP,f,sg,-,-
823,लाठी,लाठी,n,NN,f,sg,3,0
824,तो,तो,avy,RP,-,-,-,-
825,छिन,छिन,v,VM,f,sg,3,0_जा+या1_है
826,गयी,जा,v,VAUX,f,sg,any,या1
827,है,है,v,VAUX,any,sg,3,है
828,।,।,punc,SYM,-,-,-,-
829,।,।,punc,SYM,-,-,-,-
830,जीवन,जीवन,n,NN,m,sg,3,0_का
831,के,का,psp,PSP,m,sg,-,-
832,इस,यह,pn,DEM,any,sg,3,-
833,सांध्य,सांध्य,adj,NNC,any,any,-,-
834,काल,काल,n,NN,m,sg,3,0_में
835,में,में,psp,PSP,-,-,-,-
836,खून,खून,n,NN,m,sg,3,0_का
837,का,का,psp,PSP,m,sg,-,-
838,रिश्ता,रिश्ता,n,NN,m,sg,3,0
839,ही,ही,avy,RP,-,-,-,-
840,मेरी,मैं,pn,PRP,f,sg,1,का
841,लाठी,लाठी,n,NN,f,sg,3,0
842,बनेगा,बन,v,VM,m,sg,3,गा
843,।,।,punc,SYM,-,-,-,-
844,।,।,punc,SYM,-,-,-,-
845,मुझे,मैं,pn,PRP,any,sg,1,को
846,यकीन,यकीन,n,NN,m,sg,3,0
847,है,है,v,VM,any,sg,3,है
848,।,।,punc,SYM,-,-,-,-
849,।,।,punc,SYM,-,-,-,-
850,धूलीचन्द,धूलीचन्द,n,NNP,m,sg,3,0
851,-,-,punc,SYM,-,-,-,-
852,यकीन,यकीन,n,NN,m,sg,3,0
853,नहीं,नहीं,avy,NEG,-,-,-,-
854,टूटा,टूट,v,VM,m,sg,any,या_हो+ता
855,होता,हो,v,VAUX,m,sg,any,ता
856,तो,तो,avy,CC,-,-,-,-
857,तुम्हारी,तुम,pn,PRP,f,sg,2,का
858,लाठी,लाठी,n,NN,f,sg,3,0_में
859,में,में,psp,PSP,-,-,-,-
860,बहुत,बहुत,avy,QF,-,-,-,-
861,जोर,जोर,n,NN,m,sg,3,0
862,होता,हो,v,VM,m,sg,any,ता
863,भईया,भईया,n,NN,m,sg,3,0
864,।,।,punc,SYM,-,-,-,-
865,।,।,punc,SYM,-,-,-,-
866,खैर,खैर,avy,INJ,-,-,-,-
867,देर,देर,n,NN,f,sg,3,0
868,तो,तो,avy,RP,-,-,-,-
869,बहुत,बहुत,avy,QF,-,-,-,-
870,हो,हो,v,VM,f,sg,3,0_जा+या1_है
871,गयी,जा,v,VAUX,f,sg,any,या1
872,है,है,v,VAUX,any,sg,3,है
873,पर,पर,avy,CC,-,-,-,-
874,मुझे,मैं,pn,PRP,any,sg,1,को
875,भी,भी,avy,RP,-,-,-,-
876,यकीन,यकीन,n,NN,m,sg,3,0
877,है,है,v,VM,any,sg,3,है
878,तुम्हारे,तुम,pn,PRP,m,sg,2,का
879,दोनों,दो,num,QC,any,pl,-,-
880,भतीजे,भतीजा,n,NN,m,pl,3,0
881,तुम्हारे,तुम,pn,PRP,m,sg,2,का
882,दुख,दुख,n,NN,m,sg,3,0_को
883,को,को,psp,PSP,-,-,-,-
884,समझेंगे,समझ,v,VM,m,pl,3,गा
885,।,।,punc,SYM,-,-,-,-
886,।,।,punc,SYM,-,-,-,-
887,भीखनरायन,भीखनरायन,n,NNP,m,sg,3,0_का
888,की,का,psp,PSP,f,sg,-,-
889,आंखों,आंख,n,NN,f,pl,3,0_से
890,से,से,psp,PSP,-,-,-,-
891,तर,तर,adv,RB,-,-,-,-
892,-,-,punc,SYM,-,-,-,-
893,तर,तर,adv,RDP,-,-,-,-
894,आंसू,आँसू,n,NN,m,pl,3,0
895,टपक,टपक,v,VM,m,pl,any,0_रह+या_था
896,रहे,रह,v,VAUX,m,pl,any,या
897,थे,था,v,VAUX,m,pl,any,था
898,।,।,punc,SYM,-,-,-,-
899,।,।,punc,SYM,-,-,-,-
900,धूलीचन्द,धूलीचन्द,n,NNP,m,sg,3,0
901,समझाता,समझा,v,VM,m,sg,any,ता_जा_रह+या_था
902,जा,जा,v,VAUX,any,any,any,0
903,रहा,रह,v,VAUX,m,sg,any,या
904,था,था,v,VAUX,m,sg,any,था
905,।,।,punc,SYM,-,-,-,-
906,।,।,punc,SYM,-,-,-,-
907,इसी,यह,pn,DEM,any,sg,3,-
908,बीच,बीच,nst,NST,m,sg,3,-
909,श्रीबाबू,श्रीबाबू,n,NNP,m,sg,3,0
910,आ,आ,v,VM,any,sg,any,0_जा+या1
911,गया,जा,v,VAUX,m,sg,any,या1
912,।,।,punc,SYM,-,-,-,-
913,।,।,punc,SYM,-,-,-,-
914,बूढे,बूढा,adj,JJ,m,sg,-,-
915,ताऊश्री,ताऊ,n,NN,m,sg,3,0_का
916,की,का,psp,PSP,f,pl,-,-
917,आंखों,आंख,n,NN,f,pl,3,0_में
918,में,में,psp,PSP,-,-,-,-
919,आंसू,आँसू,n,NN,m,pl,3,0
920,देखकर,देख,v,VM,any,any,any,कर
921,उनके,वह,pn,PRP,m,sg,3h,का
922,पैर,पैर,n,NN,m,sg,3,0_के_नीचे_से
923,के,के,psp,PSP,-,-,-,-
924,नीचे,नीचे,nst,NST,m,sg,3,-
925,से,से,psp,PSP,-,-,-,-
926,जैसे,जैसा,avy,RP,-,-,-,-
927,जमीन,जमीन,n,NN,f,sg,3,0
928,खिसक,खिसक,v,VM,any,sg,any,0_जा+या1
929,गयी,जा,v,VAUX,f,sg,any,या1
930,।,।,punc,SYM,-,-,-,-
931,।,।,punc,SYM,-,-,-,-
932,वह,वह,pn,PRP,any,sg,3,0
933,ताऊश्री,ताऊ,n,NN,m,sg,3,0_का
934,के,का,psp,PSP,m,pl,-,-
935,आंसू,आँसू,n,NN,m,pl,3,0
936,पोंछते,पोंछ,v,VM,m,sg,3,ता_हो+या
937,हुए,हो,v,VAUX,m,sg,3,या
938,बोला,बोल,v,VM,m,sg,any,या
939,दादा,दादा,n,NN,m,sg,3,0
940,कौन,कौन,pn,WQ,-,-,-,-
941,सी,सा,avy,RP,f,sg,-,-
942,मुसीबत,मुसीबत,n,NN,f,sg,3,0
943,आ,आ,v,VM,any,sg,any,0_जा+या1
944,गयी,जा,v,VAUX,f,sg,any,या1
945,।,।,punc,SYM,-,-,-,-
946,।,।,punc,SYM,-,-,-,-
947,भीखनरायन,भीखनरायन,n,NNP,m,sg,3,0
948,-,-,punc,SYM,-,-,-,-
949,बेटा,बेटा,n,NN,m,sg,3,0
950,मुझ,मैं,pn,DEM,m,sg,1,-
951,अंधे,अंधा,n,NN,m,sg,3,0_का
952,की,का,psp,PSP,f,sg,-,-
953,लाठी,लाठी,n,NN,f,sg,3,0
954,टूट,टूट,v,VM,any,sg,any,0_जा+या1
955,गयी,जा,v,VAUX,f,sg,any,या1
956,।,।,punc,SYM,-,-,-,-
957,।,।,punc,SYM,-,-,-,-
958,श्रीबाबू,श्रीबाबू,n,NNP,m,sg,3,0
959,-,-,punc,SYM,-,-,-,-
960,दादा,दादा,n,NN,m,sg,3,0
961,तुम्हारी,तुम,pn,PRP,f,sg,2,का
962,लाठी,लाठी,n,NN,f,sg,3,0
963,कैसे,कैसे,pn,WQ,-,-,-,-
964,टूट,टूट,v,VM,f,sg,3,0_सक+ता_है
965,सकती,सक,v,VAUX,f,sg,any,ता
966,है,है,v,VAUX,any,sg,3,है
967,?,?,punc,SYM,-,-,-,-
968,?,?,punc,SYM,-,-,-,-
969,भीखनरायन,भीखनरायन,n,NNP,m,sg,3,0
970,-,-,punc,SYM,-,-,-,-
971,बेटा,बेटा,n,NN,m,sg,3,0
972,जिसके,जो,pn,PRP,any,sg,3,0_लिये
973,लिये,लिये,psp,PSP,-,-,-,-
974,तुम,तुम,pn,DEM,any,pl,2,-
975,लोगों,लोग,n,NN,m,pl,3,0_के_साथ
976,के,के,psp,PSP,-,-,-,-
977,साथ,साथ,nst,NST,m,sg,3,-
978,बेईमानी,बेईमानी,n,NN,f,sg,3,0
979,किया,कर,v,VM,m,sg,any,या
980,वही,वह,pn,PRP,any,sg,3,0
981,जीवन,जीवन,n,NN,m,sg,3,0_का
982,भर,भर,avy,RP,-,-,-,-
983,की,का,psp,PSP,f,sg,-,-
984,कमाई,कमाई,n,NN,f,sg,3,0
985,छीन,छीन,v,VM,any,any,any,0_कर
986,कर,कर,v,VAUX,any,any,any,0
987,धकिया,धकिया,v,VM,any,sg,3,0_दे+या
988,दिये,दे,v,VAUX,m,sg,3,या
989,।,।,punc,SYM,-,-,-,-
990,।,।,punc,SYM,-,-,-,-
991,अब,अब,pn,PRP,-,-,-,-
992,तो,तो,avy,RP,-,-,-,-
993,मेरी,मैं,pn,PRP,f,sg,1,का
994,हालत,हालत,n,NN,f,sg,3,0
995,कुत्ते,कुत्ता,n,NNC,m,sg,3,0
996,-,-,punc,SYM,-,-,-,-
997,बिल्ली,बिल्ली,n,NN,f,sg,3,0_जैसा
998,जैसी,जैसा,psp,PSP,f,sg,-,-
999,हो,हो,v,VM,f,sg,any,0_जा+या1_है
1000,गयी,जा,v,VAUX,f,sg,any,या1
1001,है,है,v,VAUX,any,sg,any,है
1002,।,।,punc,SYM,-,-,-,-
1003,।,।,punc,SYM,-,-,-,-
1004,रो,रो,v,VM,any,any,any,0_रो+कर
1005,-,-,punc,SYM,-,-,-,-
1006,रोकर,रो,v,VAUX,any,any,any,कर
1007,भीखनरायन,भीखनरायन,n,NNP,m,sg,3,0
1008,आपबीती,आपबीती,n,NN,f,sg,3,0
1009,बताने,बता,v,VM,any,sg,3h,ना_लग+या
1010,लगे,लग,v,VAUX,m,sg,3h,या
1011,।,।,punc,SYM,-,-,-,-
1012,।,।,punc,SYM,-,-,-,-
1013,श्रीबाबू,श्रीबाबू,n,NNP,m,sg,3,0
1014,-,-,punc,SYM,-,-,-,-
1015,दादा,दादा,n,NN,m,sg,3,0
1016,हम,हम,pn,PRP,any,pl,1,0
1017,तुम्हारी,तुम,pn,PRP,f,sg,2,का
1018,लाठी,लाठी,n,NN,f,sg,3,0
1019,हैं,है,v,VM,any,pl,any,है
1020,।,।,punc,SYM,-,-,-,-
1021,।,।,punc,SYM,-,-,-,-
1022,ऐसा,ऐसा,pn,PRP,m,sg,any,0
1023,नहीं,नहीं,avy,NEG,-,-,-,-
1024,है,है,v,VM,any,sg,3,है
1025,कि,कि,avy,CC,-,-,-,-
1026,जो,जो,pn,DEM,any,sg,3,-
1027,बेईमानी,बेईमानी,n,NN,f,sg,3,0
1028,तुमने,तुम,pn,PRP,any,sg,2,ने
1029,बेटी,बेटी,n,NNC,f,sg,3,0
1030,दमाद,दमाद,n,NN,m,sg,3,0_का
1031,के,का,psp,PSP,m,sg,-,-
1032,मोह,मोह,n,NN,m,sg,3,0_में
1033,में,में,psp,PSP,-,-,-,-
1034,पड़कर,पड,v,VM,any,any,any,कर
1035,की,कर,v,VM,f,sg,any,या_है
1036,है,है,v,VAUX,any,sg,any,है
1037,है,है,v,VAUX,any,sg,any,है
1038,भूल,भूल,v,VM,m,pl,any,0_जा+या1_है
1039,गये,जा,v,VAUX,m,pl,any,या1
1040,हैं,है,v,VAUX,any,pl,any,है
1041,।,।,punc,SYM,-,-,-,-
1042,।,।,punc,SYM,-,-,-,-
